lex,sp,gloss,voc_lex
QDC==/,nmpr,Kadesh,קָדֵשׁ
<MLQJ/,adjv,Amalekite,עֲמָלֵקִי
XYYN_TMR/,nmpr,Hazazon Tamar,חַצְצֹן תָּמָר
<RK[,verb,arrange,ערך
B>R/,subs,well,בְּאֵר
NWS[,verb,flee,נוס
>KL/,subs,food,אֹכֶל
PLJV/,subs,escaped one,פָּלִיט
<BRJ/,adjv,Hebrew,עִבְרִי
MMR>/,nmpr,Mamre,מַמְרֵא
>CKL/,nmpr,Eshcol,אֶשְׁכֹּל
<NR/,nmpr,Aner,עָנֵר
B<L/,subs,"lord, baal",בַּעַל
CBH[,verb,take captive,שׁבה
RJQ[,verb,be empty,ריק
XNJK/,subs,follower,חָנִיךְ
JLJD/,subs,son,יָלִיד
RDP[,verb,pursue,רדף
DN/,nmpr,Dan,דָּן
XLQ[,verb,divide,חלק
XWBH/,nmpr,Hobah,חֹובָה
DMFQ/,nmpr,Damascus,דַּמֶּשֶׂק
QR>=[,verb,encounter,קרא
CWH=/,nmpr,Shaveh,שָׁוֵה
MLKJ_YDQ/,nmpr,Melchizedek,מַלְכִּי צֶדֶק
CLM===/,nmpr,Salem,שָׁלֵם
KHN/,subs,priest,כֹּהֵן
>L/,subs,god,אֵל
<LJWN/,adjv,upper,עֶלְיֹון
MGN[,verb,deliver,מגן
YR=/,subs,adversary,צַר
M<FR/,subs,tenth,מַעֲשֵׂר
XWV/,subs,thread,חוּט
FRWK/,subs,sandal-thong,שְׂרֹוךְ
N<L/,subs,sandal,נַעַל
<CR[,verb,become rich,עשׁר
BL<DJ,prep,without,בִּלְעֲדֵי
N<R/,subs,boy,נַעַר
XLQ/,subs,share,חֵלֶק
MXZH/,subs,vision,מַחֲזֶה
MGN/,subs,shield,מָגֵן
FKR/,subs,hire,שָׂכָר
>DNJ/,nmpr,Lord,אֲדֹנָי
<RJRJ/,adjv,childless,עֲרִירִי
MCQ/,subs,<uncertain>,מֶשֶׁק
>LJ<ZR/,nmpr,Eliezer,אֱלִיעֶזֶר
JRC[,verb,trample down,ירשׁ
M<JM/,subs,bowels,מֵעִים
NBV[,verb,look at,נבט
SPR[,verb,count,ספר
KH,advb,thus,כֹּה
>MN[,verb,be firm,אמן
XCB[,verb,account,חשׁב
YDQH/,subs,justice,צְדָקָה
<GLH/,subs,cow,עֶגְלָה
CLC[,verb,be three,שׁלשׁ
<Z==/,subs,goat,עֵז
>JL=/,subs,"ram, despot",אַיִל
TWR/,subs,dove,תֹּור
GWZL/,subs,young of birds,גֹּוזָל
BTR[,verb,cut,בתר
BTR/,subs,piece,בֶּתֶר
<JV/,subs,bird of prey,עַיִט
PGR/,subs,corpse,פֶּגֶר
NCB[,verb,blow,נשׁב
CMC/,subs,sun,שֶׁמֶשׁ
>JMH/,subs,fright,אֵימָה
XCKH/,subs,darkness,חֲשֵׁכָה
GR/,subs,sojourner,גֵּר
<NH=[,verb,be lowly,ענה
DJN[,verb,judge,דין
CLWM/,subs,peace,שָׁלֹום
QBR[,verb,bury,קבר
FJBH/,subs,age,שֵׂיבָה
HNH==,advb,here,הֵנָּה
CLM=/,adjv,complete,שָׁלֵם
<LVH/,subs,darkness,עֲלָטָה
TNWR/,subs,furnace,תַּנּוּר
<CN/,subs,smoke,עָשָׁן
LPJD/,subs,torch,לַפִּיד
>C/,subs,fire,אֵשׁ
GZR/,subs,piece,גֶּזֶר
QJNJ/,adjv,Kenite,קֵינִי
QNZJ/,adjv,Kenizzite,קְנִזִּי
QDMNJ=/,adjv,easterner,קַדְמֹנִי
XTJ/,adjv,Hittite,חִתִּי
HGR/,nmpr,Hagar,הָגָר
<YR[,verb,restrain,עצר
>WLJ,advb,perhaps,אוּלַי
GBRT/,subs,lady,גְּבֶרֶת
XJQ/,subs,lap,חֵיק
CPV[,verb,judge,שׁפט
BRX[,verb,run away,ברח
ML>K/,subs,messenger,מַלְאָךְ
CWR==/,nmpr,Shur,שׁוּר
>N,inrg,whither,אָן
RB=/,subs,multitude,רֹב
HRH/,adjv,pregnant,הָרָה
JCM<>L/,nmpr,Ishmael,יִשְׁמָעֵאל
<NJ=/,subs,poverty,עֳנִי
PR>/,subs,zebra,פֶּרֶא
R>J/,subs,looking,רֳאִי
HLM,advb,hither,הֲלֹם
LXJ_R>J/,nmpr,Beer Lahai Roi,לַחַי רֹאִי
BRD==/,nmpr,Bered,בֶּרֶד
CDJ/,nmpr,Almighty,שַׁדַּי
HMWN/,subs,commotion,הָמֹון
>BRHM/,nmpr,Abraham,אַבְרָהָם
MGWRJM/,subs,neighbourhood,מְגוּרִים
>XZH/,subs,land property,אֲחֻזָּה
MWL[,verb,circumcise,מול
MLL=[,verb,circumcise,מלל
<RLH/,subs,foreskin,עָרְלָה
MQNH=/,subs,purchase,מִקְנָה
NKR/,subs,foreigner,נֵכָר
<RL/,adjv,uncircumcised,עָרֵל
PRR[,verb,break,פרר
FRH=/,nmpr,Sarah,שָׂרָה
YXQ[,verb,laugh,צחק
LW,conj,if only,לוּ
>BL,intj,verily,אֲבָל
JYXQ/,nmpr,Isaac,יִצְחָק
NFJ>/,subs,chief,נָשִׂיא
XMM[,verb,be hot,חמם
NYB[,verb,stand,נצב
RWY[,verb,run,רוץ
XWH[,verb,bow down,חוה
M<V/,subs,little,מְעַט
RXY[,verb,wash,רחץ
C<N[,verb,lean,שׁען
PT/,subs,bit,פַּת
S<D[,verb,support,סעד
MHR[,verb,hasten,מהר
S>H/,subs,seah,סְאָה
QMX/,subs,flour,קֶמַח
SLT/,subs,wheat groat,סֹלֶת
LWC[,verb,knead,לושׁ
<GH/,subs,cake,עֻגָה
RK/,adjv,tender,רַךְ
XM>H/,subs,butter,חֶמְאָה
XLB/,subs,milk,חָלָב
<MD[,verb,stand,עמד
>JH,inrg,where,אַיֵּה
ZQN/,adjv,old,זָקֵן
>RX/,subs,path,אֹרַח
QRB/,subs,interior,קֶרֶב
BLH[,verb,be worn out,בלה
<DNH/,subs,delight,עֶדְנָה
>DWN/,subs,lord,אָדֹון
ZQN[,verb,be old,זקן
>MNM=,advb,really,אֻמְנָם
PL>[,verb,be miraculous,פלא
KXC[,verb,grow lean,כחשׁ
CQP[,verb,look,שׁקף
<YWM/,adjv,mighty,עָצוּם
MCPV/,subs,justice,מִשְׁפָּט
Z<QH/,subs,cry,זְעָקָה
KBD[,verb,be heavy,כבד
Y<QH/,subs,cry,צְעָקָה
KLH=/,subs,destruction,כָּלָה
PNH[,verb,turn,פנה
NGC[,verb,approach,נגשׁ
SPH[,verb,sweep away,ספה
RC</,adjv,guilty,רָשָׁע
JC/,subs,existence,יֵשׁ
XLJLH,intj,be it far,חָלִילָה
<NH[,verb,answer,ענה
J>L[,verb,begin,יאל
>PR/,subs,dust,אֵפֶר
<FRH=/,subs,ten,עֲשָׂרָה
C<R/,subs,gate,שַׁעַר
LJN[,verb,lodge,לין
CKM[,verb,rise early,שׁכם
RXB==/,subs,open place,רְחֹב
PYR[,verb,entreat,פצר
MCTH/,subs,drinking,מִשְׁתֶּה
MYH/,subs,matzo,מַצָּה
>PH[,verb,bake,אפה
CKB[,verb,lie down,שׁכב
DLT/,subs,door,דֶּלֶת
R<<[,verb,be evil,רעע
>L===,prde,these,אֵל
YL/,subs,shadow,צֵל
QWRH/,subs,beam,קֹורָה
HL>H,advb,further,הָלְאָה
CBR[,verb,break,שׁבר
SNWRJM/,subs,blindness,סַנְוֵרִים
L>H[,verb,be weary,לאה
PH,advb,here,פֹּה
XTN/,subs,son-in-law,חָתָן
KMW,prep,like,כְּמֹו
CXR/,subs,dawn,שַׁחַר
>WY[,verb,urge,אוץ
MHH[,verb,tarry,מָהַהּ
XZQ[,verb,be strong,חזק
XMLH/,subs,compassion,חֶמְלָה
MLV[,verb,escape,מלט
XSD/,subs,loyalty,חֶסֶד
QRWB/,adjv,near,קָרֹוב
MY<R/,subs,little,מִצְעָר
GPRJT/,subs,sulphur,גָּפְרִית
YMX/,subs,sprout,צֶמַח
NYJB/,subs,pillar,נְצִיב
QJVWR/,subs,smoke,קִיטֹור
KBCN/,subs,kiln,כִּבְשָׁן
HPKH/,subs,overthrow,הֲפֵכָה
M<RH/,subs,cave,מְעָרָה
BKJRH/,subs,first-born woman,בְּכִירָה
Y<JR/,adjv,little,צָעִיר
MXRT/,subs,next day,מָחֳרָת
>MC/,subs,yesterday evening,אֶמֶשׁ
MW>B/,nmpr,Moab,מֹואָב
BN_<MJ/,nmpr,Ben-Ammi,בֶּן עַמִּי
<MWN/,nmpr,Ammon,עַמֹּון
>BJMLK/,nmpr,Abimelech,אֲבִימֶלֶךְ
XLWM/,subs,dream,חֲלֹום
B<L[,verb,own,בעל
TM=/,subs,completeness,תֹּם
LBB/,subs,heart,לֵבָב
NQJWN/,subs,innocence,נִקָּיֹון
XFK[,verb,withhold,חשׂך
XV>[,verb,miss,חטא
NBJ>/,subs,prophet,נָבִיא
PLL[,verb,pray,פלל
>ZN/,subs,ear,אֹזֶן
XV>H/,subs,sin,חֲטָאָה
JR>H/,subs,fear,יִרְאָה
>MNH,advb,indeed,אָמְנָה
T<H[,verb,err,תעה
>LP=/,subs,thousand,אֶלֶף
KSWT/,subs,covering,כְּסוּת
JKX[,verb,reprove,יכח
RP>[,verb,heal,רפא
>MH/,subs,handmaid,אָמָה
RXM/,subs,womb,רֶחֶם
PQD[,verb,miss,פקד
ZQNJM/,subs,old age,זְקֻנִים
YXQ/,subs,laughter,צְחֹק
MLL[,verb,make signs,מלל
JNQ[,verb,suck,ינק
GML[,verb,deal fully,גמל
>WDWT/,subs,inducement,אֹודֹות
XMT/,subs,water-skin,חֵמֶת
CB<==/,nmpr,Sheba,שֶׁבַע
CLK[,verb,throw,שׁלך
RXQ[,verb,be far,רחק
VXH[,verb,shoot,טחה
MWT/,subs,death,מָוֶת
BKH[,verb,weep,בכה
RBH=[,verb,shoot,רבה
QCT=/,subs,bowman,קַשָּׁת
P>RN/,nmpr,Paran,פָּארָן
PJKL/,nmpr,Phicol,פִּיכֹל
CB<[,verb,swear,שׁבע
CQR[,verb,do falsely,שׁקר
NJN/,subs,offspring,נִין
NKD/,subs,progeny,נֶכֶד
GZL[,verb,tear away,גזל
KBFH/,subs,young ewe-lamb,כִּבְשָׂה
<DH=/,subs,witness,עֵדָה
XPR=[,verb,dig,חפר
>CL/,subs,tamarisk,אֵשֶׁל
NSH[,verb,try,נסה
JXJD/,adjv,only one,יָחִיד
>HB[,verb,love,אהב
MRJH/,nmpr,Moriah,מֹרִיָּה
XBC[,verb,saddle,חבשׁ
RXWQ/,adjv,remote,רָחֹוק
M>KLT/,subs,knife,מַאֲכֶלֶת
FH/,subs,lamb,שֶׂה
<QD[,verb,bind,עקד
CXV[,verb,slaughter,שׁחט
M>WMH/,subs,something,מְאוּמָה
JR>/,adjv,afraid,יָרֵא
>XZ[,verb,seize,אחז
SBK/,subs,thicket,סְבַךְ
QRN/,subs,horn,קֶרֶן
N>M/,subs,speech,נְאֻם
J<N/,subs,motive,יַעַן
XWL/,subs,sand,חֹול
>JB[,verb,be hostile,איב
<QB/,subs,end,עֵקֶב
BWZ=/,nmpr,Buz,בּוּז
QMW>L/,nmpr,Kemuel,קְמוּאֵל
KFD/,nmpr,Kesed,כֶּשֶׂד
XZW/,nmpr,Hazo,חֲזֹו
PLDC/,nmpr,Pildash,פִּלְדָּשׁ
JDLP/,nmpr,Jidlaph,יִדְלָף
BTW>L/,nmpr,<father of Laban>,בְּתוּאֵל
RBQH/,nmpr,Rebekah,רִבְקָה
PLGC/,subs,concubine,פִּלֶגֶשׁ
R>WMH/,nmpr,Reumah,רְאוּמָה
VBX==/,nmpr,Tebah,טֶבַח
GXM/,nmpr,Gaham,גַּחַם
TXC=/,nmpr,Tahash,תַּחַשׁ
M<KH/,nmpr,Maacah,מַעֲכָה
QRJT_>RB</,nmpr,Kiriath Arba,קִרְיַת אַרְבַּע
SPD[,verb,lament,ספד
TWCB/,subs,sojourner,תֹּושָׁב
QBR/,subs,grave,קֶבֶר
MBXR/,subs,choice,מִבְחָר
PG<[,verb,meet,פגע
<PRWN/,nmpr,Ephron,עֶפְרֹון
YXR=/,nmpr,Zohar,צֹחַר
MKPLH/,nmpr,Machpelah,מַכְפֵּלָה
ML>/,adjv,full,מָלֵא
CQL/,subs,shekel,שֶׁקֶל
CQL[,verb,weigh,שׁקל
SXR[,verb,go about,סחר
SBJB/,subs,surrounding,סָבִיב
JRK/,subs,upper thigh,יָרֵךְ
>BH[,verb,want,אבה
NQH[,verb,be clean,נקה
CBW<H/,subs,oath,שְׁבוּעָה
VWB=/,subs,best,טוּב
BRK=[,verb,kneel,ברך
C>B[,verb,draw water,שׁאב
QRH[,verb,meet,קרה
N<RH/,subs,girl,נַעֲרָה
KD/,subs,pitcher,כַּד
BTWLH/,subs,virgin,בְּתוּלָה
GM>[,verb,swallow,גמא
<RH[,verb,pour out,ערה
CQT/,subs,watering trough,שֹׁקֶת
C>H==[,verb,gaze,שׁאה
XRC[,verb,be deaf,חרשׁ
YLX[,verb,be strong,צלח
NZM/,subs,nose-ring,נֶזֶם
BQ</,subs,half-shekel,בֶּקַע
MCQL/,subs,weight,מִשְׁקָל
YMJD/,subs,bracelet,צָמִיד
TBN/,subs,straw,תֶּבֶן
MSPW>/,subs,fodder,מִסְפֹּוא
QDD[,verb,kneel down,קדד
>MT/,subs,trustworthiness,אֶמֶת
NXH[,verb,lead,נחה
LBN=/,nmpr,Laban,לָבָן
ZQNH/,subs,old age,זִקְנָה
MCPXT/,subs,clan,מִשְׁפַּחַת
>LH=/,subs,curse,אָלָה
NQJ/,adjv,innocent,נָקִי
<LMH/,subs,young woman,עַלְמָה
C>L[,verb,ask,שׁאל
>W,conj,or,אֹו
KLJ/,subs,tool,כְּלִי
BGD/,subs,garment,בֶּגֶד
MGDNWT/,subs,presents,מִגְדָּנֹות
<FWR/,subs,a ten,עָשֹׂור
>XR[,verb,be behind,אחר
MJNQT/,subs,nursing woman,מֵינֶקֶת
RBBH/,subs,multitude,רְבָבָה
FN>[,verb,hate,שׂנא
RKB[,verb,ride,רכב
FWX[,verb,<uncertain>,שׂוח
LZH,prde,this there,לָזֶה
Y<JP/,subs,shawl,צָעִיף
QVWRH=/,nmpr,Keturah,קְטוּרָה
ZMRN/,nmpr,Zimran,זִמְרָן
JQCN/,nmpr,Jokshan,יָקְשָׁן
MDN/,nmpr,Medan,מְדָן
MDJN=/,nmpr,Midian,מִדְיָן
JCBQ/,nmpr,Ishbak,יִשְׁבָּק
CWX/,nmpr,Shuah,שׁוּחַ
>CWRJM/,nmpr,Asshurites,אַשּׁוּרִים
LVWCJM/,nmpr,Letushites,לְטוּשִׁים
L>MJM/,nmpr,Leummites,לְאֻמִּים
<JPH=/,nmpr,Ephah,עֵיפָה
<PR==/,nmpr,Epher,עֵפֶר
>BJD</,nmpr,Abida,אֲבִידָע
>LD<H/,nmpr,Eldaah,אֶלְדָּעָה
MTNH/,subs,present,מַתָּנָה
FB<=/,adjv,sated,שָׂבֵעַ
QNH[,verb,buy,קנה
NBJWT/,nmpr,Nebaioth,נְבָיֹות
QDR/,nmpr,Kedar,קֵדָר
>DB>L/,nmpr,Abdeel,אַדְבְּאֵל
MBFM/,nmpr,Mibsam,מִבְשָׂם
MCM<=/,nmpr,Mishma,מִשְׁמָע
DWMH=/,nmpr,Dumah,דּוּמָה
MF>===/,nmpr,Massa,מַשָּׂא
XDD/,nmpr,Hadad,חֲדַד
TJM>/,nmpr,Tema,תֵּימָא
JVWR/,nmpr,Jetur,יְטוּר
NPJC/,nmpr,Naphish,נָפִישׁ
QDMH==/,nmpr,Kedemah,קֵדְמָה
XYR/,subs,court,חָצֵר
VJRH/,subs,encampment,טִירָה
>MH==/,subs,clan,אֻמָּה
>RMJ/,adjv,Aramean,אֲרַמִּי
PDN/,subs,field?,פַּדָּן
<TR[,verb,entreat,עתר
NKX=/,subs,straightness,נֹכַח
RYY[,verb,crush,רצץ
BVN/,subs,belly,בֶּטֶן
L>M/,subs,people,לְאֹם
>MY[,verb,be strong,אמץ
TW>MM/,subs,twins,תֹּואֲמִם
>DMNJ/,adjv,red,אַדְמֹנִי
>DRT/,subs,splendour,אַדֶּרֶת
F<R/,subs,hair,שֵׂעָר
<FW/,nmpr,Esau,עֵשָׂו
J<QB/,nmpr,Jacob,יַעֲקֹב
TM/,adjv,complete,תָּם
ZJD[,verb,be presumptuous,זיד
NZJD/,subs,boiled food,נָזִיד
<JP/,adjv,faint,עָיֵף
L<V[,verb,swallow,לעט
>DM=/,adjv,red,אָדֹם
>DWM/,nmpr,Edom,אֱדֹום
MKR[,verb,sell,מכר
BKRH/,subs,right of first-born,בְּכֹרָה
<DCH/,subs,lentil,עֲדָשָׁה
BZH[,verb,despise,בזה
MCMRT/,subs,guard-post,מִשְׁמֶרֶת
MYWH/,subs,commandment,מִצְוָה
XQH/,subs,regulation,חֻקָּה
TWRH/,subs,instruction,תֹּורָה
>RK[,verb,be long,ארך
>JK,inrg,how,אֵיךְ
>CM/,subs,guilt,אָשָׁם
C<R=/,subs,measure,שַׁעַר
GDL=/,adjv,growing,גָּדֵל
<BDH=/,subs,slaves,עֲבֻדָּה
QN>[,verb,be jealous,קנא
STM[,verb,stop up,סתם
<YM[,verb,be mighty,עצם
XNH[,verb,encamp,חנה
NXL/,subs,wadi,נַחַל
RJB[,verb,contend,ריב
<FQ/,nmpr,Esek,עֵשֶׂק
<FQ[,verb,contend,עשׂק
FVNH=/,nmpr,Sitnah,שִׂטְנָה
RXBWT/,nmpr,Rehoboth,רְחֹבֹות
RXB[,verb,be wide,רחב
KRH[,verb,dig,כרה
>XZT/,nmpr,Ahuzzath,אֲחֻזַּת
MR</,subs,friend,מֵרֵעַ
MDW<,inrg,why,מַדּוּעַ
CB<H/,nmpr,Shibah,שִׁבְעָה
JHWDJT/,nmpr,Judith,יְהוּדִית
B>RJ/,nmpr,Beeri,בְּאֵרִי
BFMT/,nmpr,Basemath,בָּשְׂמַת
>JLWN/,nmpr,<judge>,אֵילֹון
MRH/,subs,bitterness,מֹרָה
KHH[,verb,grow dim,כהה
TLJ/,subs,quiver belt,תְּלִי
YWD[,verb,hunt,צוד
MV<MJM/,subs,savoury food,מַטְעַמִּים
GDJ/,subs,goat,גְּדִי
F<JR===/,adjv,hairy,שָׂעִיר
XLQ=/,adjv,smooth,חָלָק
MCC[,verb,grope,משׁשׁ
T<<[,verb,mock,תעע
QLLH/,subs,curse,קְלָלָה
XMDWT/,subs,desirables,חֲמֻדֹות
XLQH=/,subs,smoothness,חֶלְקָה
YW>R/,subs,neck,צַוָּאר
MWC=[,verb,touch,מושׁ
NKR[,verb,recognise,נכר
NCQ[,verb,kiss,נשׁק
VL/,subs,dew,טַל
CMN==/,adjv,fat,שָׁמָן
DGN/,subs,corn,דָּגָן
TJRWC/,subs,wine,תִּירֹושׁ
HWH[,verb,become,הוה
GBJR/,subs,lord,גְּבִיר
XRD[,verb,tremble,חרד
XRDH/,subs,trembling,חֲרָדָה
>PW,intj,then,אֵפֹו
MR/,adjv,bitter,מַר
MRMH/,subs,deceit,מִרְמָה
<QB[,verb,seize at heel,עקב
>YL[,verb,set aside,אצל
SMK[,verb,support,סמך
<L=/,subs,height,עַל
RDD[,verb,subdue,רדד
PRQ[,verb,tear away,פרק
<L/,subs,yoke,עֹל
FVM[,verb,bear grudge,שׂטם
>BL==/,subs,mourning rites,אֵבֶל
XMH/,subs,heat,חֵמָה
CKX[,verb,forget,שׁכח
CKL[,verb,be bereaved of children,שׁכל
QWY[,verb,loath,קוץ
QHL/,subs,assembly,קָהָל
MXLT=/,nmpr,Mahalath,מַחֲלַת
MR>CWT/,subs,head-place,מְרַאֲשֹׁות
XLM[,verb,dream,חלם
SLM/,subs,stair,סֻלָּם
PRY[,verb,break,פרץ
CNH=/,subs,sleep,שֵׁנָה
>KN,intj,surely,אָכֵן
MYBH/,subs,massebe,מַצֵּבָה
JYQ[,verb,pour,יצק
CMN/,subs,oil,שֶׁמֶן
>WLM,advb,but,אוּלָם
LWZ=/,nmpr,Luz,לוּז
NDR[,verb,vow,נדר
NDR/,subs,vow,נֶדֶר
<FR[,verb,take tenth,עשׂר
<DR/,subs,flock,עֵדֶר
GLL[,verb,roll,גלל
>JN,inrg,whence,אַיִן
RXL=/,nmpr,Rachel,רָחֵל
CM</,subs,hearsay,שֵׁמַע
XBQ[,verb,embrace,חבק
XNM,advb,in vain,חִנָּם
MFKRT/,subs,wage,מַשְׂכֹּרֶת
L>H/,nmpr,Leah,לֵאָה
T>R/,subs,form,תֹּאַר
>HBH/,subs,love,אֲהָבָה
ZLPH/,nmpr,Zilpah,זִלְפָּה
RMH=[,verb,deceive,רמה
CBW</,subs,week,שָׁבוּעַ
<BDH/,subs,work,עֲבֹדָה
BLHH=/,nmpr,<mother of Dan Naphtali>,בִּלְהָה
R>WBN/,nmpr,Reuben,רְאוּבֵן
CM<WN/,nmpr,Simeon,שִׁמְעֹון
LWH[,verb,accompany,לוה
LWJ=/,nmpr,Levi,לֵוִי
JDH[,verb,praise,ידה
JHWDH/,nmpr,Judah,יְהוּדָה
MN<[,verb,withhold,מנע
BRK/,subs,knee,בֶּרֶךְ
NPTWLJM/,subs,wrestling,נַפְתּוּלִים
PTL[,verb,twist,פתל
NPTLJ/,nmpr,Naphtali,נַפְתָּלִי
GD=/,subs,fortune,גַּד
GD==/,nmpr,Gad,גָּד
>CR===/,subs,happiness,אֹשֶׁר
>CR=[,verb,be happy,אשׁר
>CR==/,nmpr,Asher,אָשֵׁר
XVH/,subs,wheat,חִטָּה
DWDJ=/,subs,mandrake,דּוּדַי
FKR[,verb,hire,שׂכר
JFFKR/,nmpr,Issachar,יִשָּׂשׂכָר
ZBD[,verb,bestow,זבד
ZBD/,subs,endowment,זֵבֶד
ZBL[,verb,tolerate,זבל
ZBWLN/,nmpr,Zebulun,זְבוּלֻן
DJNH/,nmpr,Dinah,דִּינָה
XRPH/,subs,reproach,חֶרְפָּה
JWSP/,nmpr,Joseph,יֹוסֵף
NXC[,verb,divine,נחשׁ
NQB[,verb,bore,נקב
MTJ,inrg,when,מָתַי
NQD=/,adjv,speckled,נָקֹד
VL>[,verb,patch,טלא
XWM/,adjv,ruttish,חוּם
KFB/,subs,young ram,כֶּשֶׂב
MXR/,subs,next day,מָחָר
GNB[,verb,steal,גנב
TJC/,subs,he-goat,תַּיִשׁ
<QD/,adjv,twisted,עָקֹד
LBN/,adjv,white,לָבָן
JTR[,verb,remain,יתר
MQL/,subs,rod,מַקֵּל
LBNH==/,subs,storax tree,לִבְנֶה
LX=/,adjv,fresh,לַח
LWZ/,subs,almond tree,לוּז
<RMWN/,subs,plane-tree,עֶרְמֹון
PYL[,verb,peel,פצל
PYLH/,subs,peeled stripe,פְּצָלָה
MXFP/,subs,stripping,מַחְשֹׂף
JYG[,verb,set,יצג
RHV/,subs,trough,רַהַט
JXM[,verb,be hot,יחם
QCR[,verb,tie,קשׁר
<VP=[,verb,faint,עטף
<VWP/,adjv,feeble,עָטוּף
KBWD/,subs,weight,כָּבֹוד
TMWL/,subs,yesterday,תְּמֹול
CLCWM/,subs,day before yesterday,שִׁלְשֹׁום
>TNH,prps,you,אַתֵּנָה
TLL[,verb,mock,תלל
XLP[,verb,come after,חלף
MNH==/,subs,portion,מֹנֶה
NYL[,verb,deliver,נצל
<TWD/,subs,ram,עַתּוּד
BRD=/,adjv,speckled,בָּרֹד
MCX[,verb,smear,משׁח
NXLH/,subs,heritage,נַחֲלָה
NKRJ/,adjv,foreign,נָכְרִי
<CR/,subs,riches,עֹשֶׁר
NHG[,verb,drive,נהג
QNJN/,subs,property,קִנְיָן
GZZ[,verb,shear,גזז
TRPJM/,subs,teraphim,תְּרָפִים
BLJ/,subs,destruction,בְּלִי
GL<D/,nmpr,Gilead,גִּלְעָד
NFG[,verb,overtake,נשׂג
TQ<[,verb,blow,תקע
FMXH/,subs,joy,שִׂמְחָה
CJR/,subs,song,שִׁיר
TP/,subs,tambourine,תֹּף
NVC[,verb,abandon,נטשׁ
SKL[,verb,be foolish,סכל
>L==/,subs,power,אֵל
KSP[,verb,long,כסף
KR===/,subs,basket-saddle,כַּר
XPF[,verb,search,חפשׂ
PC</,subs,rebellion,פֶּשַׁע
DLQ[,verb,set ablaze,דלק
RXL/,subs,ewe,רָחֵל
VRJPH/,subs,prey,טְרֵיפָה
BQC[,verb,seek,בקשׁ
XRB=/,subs,dryness,חֹרֶב
QRX/,subs,frost,קֶרַח
NDD[,verb,flee,נדד
LWL>,conj,unless,לוּלֵא
PXD/,subs,trembling,פַּחַד
RJQM,advb,with empty hands,רֵיקָם
JGJ</,subs,toil,יְגִיעַ
<D=/,subs,witness,עֵד
LQV[,verb,gather,לקט
GL/,subs,"wave, heap",גַּל
JGR/,subs,heap of stones,יְגַר
FHDW/,subs,testimony,שָׂהֲדוּ
GL<D=/,nmpr,Galeed,גַּלְעֵד
MYPH=/,nmpr,Mizpah,מִצְפָּה
YPH[,verb,look out,צפה
JRH=[,verb,cast,ירה
ZBX[,verb,slaughter,זבח
ZBX/,subs,sacrifice,זֶבַח
MXNH/,subs,camp,מַחֲנֶה
MXNJM/,nmpr,Mahanaim,מַחֲנַיִם
CWR/,subs,bullock,שֹׁור
YRR[,verb,"wrap, be narrow",צרר
XYH[,verb,divide,חצה
PLJVH/,subs,escape,פְּלֵיטָה
QVN[,verb,be small,קטן
PRH/,subs,cow,פָּרָה
PR/,subs,young bull,פַּר
<JR=/,subs,steed,עַיִר
RWX=/,subs,space,רֶוַח
PGC[,verb,meet,פגשׁ
M<BR/,subs,sweep,מַעֲבָר
JBQ/,nmpr,Jabbok,יַבֹּק
>BQ[,verb,wrestle,אבק
JQ<[,verb,turn,יקע
JFR>L/,nmpr,Israel,יִשְׂרָאֵל
FRH[,verb,contend,שׂרה
PNJ>L/,nmpr,Peniel,פְּנִיאֵל
ZRX[,verb,flash up,זרח
PNW>L/,nmpr,<locality>,פְּנוּאֵל
YL<[,verb,limp,צלע
GJD/,subs,sinew,גִּיד
NCH/,subs,sciatic nerve,נָשֶׁה
>XRWN/,adjv,at the back,אַחֲרֹון
XNN[,verb,favour,חנן
RYH[,verb,like,רצה
<WL[,verb,nurse,עול
DPQ[,verb,drive,דפק
NHL[,verb,lead,נהל
>V/,subs,gentle,אַט
ML>KH/,subs,work,מְלָאכָה
SKWT/,nmpr,Succoth,סֻכֹּות
SKH/,subs,cover of foliage,סֻכָּה
XLQH/,subs,plot of land,חֶלְקָה
XMWR=/,nmpr,Hamor,חֲמֹור
QFJVH/,subs,qesitha,קְשִׂיטָה
CKM==/,nmpr,Shechem,שְׁכֶם
JLDH/,subs,girl,יַלְדָּה
VM>[,verb,be unclean,טמא
NBLH/,subs,stupidity,נְבָלָה
XCQ[,verb,love,חשׁק
XTN[,verb,be father-in-law,חתן
MHR/,subs,bride price,מֹהַר
MTN/,subs,present,מַתָּן
>WT[,verb,<uncertain>,אות
XPY[,verb,desire,חפץ
RXB/,adjv,wide,רָחָב
K>B[,verb,be in pain,כאב
BVX/,subs,trust,בֶּטַח
XLL/,adjv,pierced,חָלָל
BZZ[,verb,spoil,בזז
XJL/,subs,power,חַיִל
VP/,subs,<those unable to march>,טַף
<KR[,verb,taboo,עכר
B>C[,verb,stink,באשׁ
MT/,subs,man,מַת
MSPR/,subs,number,מִסְפָּר
CMD[,verb,destroy,שׁמד
ZNH[,verb,fornicate,זנה
VHR[,verb,be clean,טהר
YRH/,subs,distress,צָרָה
VMN[,verb,hide,טמן
>LH/,subs,big tree,אֵלָה
XTH/,subs,terror,חִתָּה
DBWRH=/,nmpr,Deborah,דְּבֹורָה
>LWN=/,subs,big tree,אַלֹּון
BKWT/,subs,weeping,בָּכוּת
